Network Internet,Network Link Speed,Network RSSI,Network Type,Signal Strength
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
